Timetstamp	FPA	C9	Sigma	C25	Sigma	D13	Sigma	D25	Sigma	R8	Sigma
1512561971722	25.39	7740.89	1.69148	7740.36	1.7767	7740.62	1.50214	7739.68	2.01494	7738.73	3.02592
1512561972755	25.39	7738.67	1.58114	7738.2	1.95789	7738.77	1.58923	7737.84	1.99332	7736.55	3.08869
1512561973763	25.4	7735.22	1.56347	7734.88	2.16641	7735.31	1.4367	7734.8	2	7734.74	3.06316
1512561974789	25.4	7736.89	2.02759	7735.84	2.4779	7736.85	2.26738	7735.92	2.46509	7735.3	3.19844
1512561975798	25.4	7738.22	1.71594	7736.84	1.95107	7737.69	1.75046	7736.56	2.2	7735.49	2.98977
1512561976824	25.41	7735.89	1.61589	7735.28	2.0108	7736	1.52753	7735.2	2.08167	7734.53	3.09572
1512561977866	25.42	7734.67	2.39792	7734.16	2.11503	7734.69	2.05688	7734.04	2.18861	7733.5	2.92995
1512561978875	25.42	7735.56	2.00693	7735.12	2.06801	7735.54	1.71345	7734.88	2.10792	7734.04	3.13222
1512561979926	25.43	7732.67	2	7732.04	1.90351	7732.62	1.85016	7732.08	1.93477	7731.21	2.70059
1512561980972	25.44	7731.78	2.68225	7730.84	2.57682	7731.85	2.60916	7731	2.64575	7730.08	3.09962
1512561982082	25.45	7731.44	2.18581	7730.32	2.44472	7731.31	2.21302	7730.28	2.40693	7729.51	3.10596
1512561983108	25.47	7730.78	2.04803	7729.6	2.54951	7730.69	2.05688	7729.72	2.44131	7728.76	3.29539
1512561984118	25.48	7729.22	1.85592	7728.36	2.05913	7729	1.77951	7728.48	1.93907	7727.56	2.98919
1512561985152	25.49	7727.78	2.10819	7727.16	2.42693	7727.77	1.92154	7727.2	2.32737	7725.89	3.2329
1512561986196	25.5	7726.11	1.76383	7725.12	2.02731	7725.85	1.72463	7725.08	2.03961	7724.51	3.23735
1512561987256	25.5	7726	1.80278	7725.04	1.88149	7725.92	1.60528	7724.96	2.00998	7723.91	3.17994
1512561988304	25.5	7725.56	2.12786	7724.84	2.11503	7725.62	1.85016	7724.84	2.15407	7723.77	2.87093
1512561989371	25.5	7724.22	1.71594	7723.76	1.94251	7724.15	1.77229	7723.72	1.81475	7722.75	3.06404
1512561990402	25.51	7723.11	2.20479	7723.08	2.03961	7723.46	2.02548	7722.76	1.98494	7721.52	3.19027
1512561991475	25.51	7722.44	1.424	7722.68	2.15484	7722.85	1.72463	7722.28	2.11187	7720.78	3.14316
1512561992567	25.51	7722.22	1.39443	7721.76	1.78606	7722.23	1.42325	7721.52	1.78232	7720.7	3.13097
1512561993592	25.52	7722	1.80278	7721.04	1.85921	7721.85	1.62512	7721.04	1.81384	7720.06	3.02969
1512561994602	25.52	7721.22	1.92209	7720.6	2.08167	7721.46	1.8081	7720.8	2.02073	7719.6	2.98283
1512561995627	25.52	7720.11	1.45297	7719.52	1.80555	7720.23	1.30089	7719.6	1.77951	7718.9	3.04987
1512561996716	25.54	7719.33	0.866025	7718.76	1.85472	7719.54	1.33012	7718.68	1.8868	7717.85	2.90468
1512561997793	25.55	7717.56	1.424	7716.88	2.1276	7717.77	1.64083	7716.8	2.12132	7715.86	3.15339
1512561998834	25.54	7717.67	1.73205	7716.88	1.94336	7717.69	1.60128	7716.92	1.80093	7716.09	3.29324
1512561999908	25.56	7716.89	1.96497	7716.76	2.31445	7717.15	1.99358	7716.48	2.18174	7716.08	3.29127
1512562000946	25.55	7718	2	7717.84	2.2301	7718.15	1.95133	7717.64	1.9975	7716.96	3.09205
1512562001956	25.56	7717	1.5	7716.44	1.60935	7716.85	1.40512	7716.24	1.69017	7715.53	3.06019
1512562002984	25.57	7717.22	1.39443	7716.4	2.06155	7716.92	1.801	7716.16	2.05508	7715.88	3.17626
1512562004061	25.58	7714.67	2.29129	7714.88	2.00666	7714.77	2.0064	7714.72	2.11187	7715.19	3.29765
1512562005102	25.59	7714.22	2.43812	7714.36	2.19621	7714.23	2.12736	7714	2.23607	7714.36	3.26466
1512562006138	25.59	7715.11	1.90029	7714.48	2.0025	7715.08	1.801	7714.28	2.13151	7713.92	3.09458
1512562007162	25.59	7714.56	2.06828	7714.32	2.44472	7714.15	1.95133	7714.04	2.44063	7714.18	3.16229
1512562008182	25.59	7715.44	1.94365	7714.76	2.08726	7715.15	1.86396	7714.72	2.03142	7714.2	3.02173
