Timetstamp	FPA	C9	Sigma	C25	Sigma	D13	Sigma	D25	Sigma	R8	Sigma
1512482225300	25.53	7947.33	5.47723	7946.08	5.52962	7946.69	5.17018	7946.28	5.46596	7949.04	11.9484
1512482226343	25.53	7947.33	4.3589	7946	5.90198	7947	4.81318	7946.72	5.43538	7948.77	12.1908
1512482227435	25.54	7948.56	4.50309	7947.6	5.60506	7948.23	4.81584	7947.84	5.58032	7949.67	11.7536
1512482228577	25.53	7946.78	4.7111	7945.72	5.89859	7946.38	4.97558	7945.96	5.90536	7948.15	11.954
1512482229636	25.54	7946.33	5.02494	7944.84	6.09426	7945.77	5.32531	7945.52	5.92396	7947.51	11.9059
1512482230643	25.54	7945.56	5.41089	7944.16	6.07371	7945	5.52268	7944.52	6.06987	7946.18	11.8547
1512482231673	25.54	7943.67	4.94975	7942.56	5.67215	7942.92	5.28302	7942.76	6.03656	7945.68	11.8273
1512482232754	25.54	7943.22	5.62978	7941.96	5.93352	7942.31	6.07433	7942.28	6.35426	7944.69	11.9262
1512482233940	25.54	7943.11	5.27836	7941.6	5.88076	7942.15	5.44436	7942.08	6.30423	7944.11	11.8144
1512482234978	25.54	7943.33	5.40833	7941.84	6.45936	7942.38	5.72332	7942.4	6.58281	7943.87	11.7488
1512482236005	25.54	7944.89	5.18277	7943.68	5.87168	7944.15	5.35173	7943.88	6.28039	7945.26	11.7976
1512482237021	25.54	7944.22	4.86769	7942.76	5.88274	7943.23	5.27816	7943.08	6.0959	7944.87	11.8648
1512482238046	25.54	7944.33	5.22015	7942.2	6.31137	7943.31	5.51339	7942.6	6.35741	7944.05	11.9036
1512482239073	25.54	7942.11	4.88478	7941.36	6.29735	7941.62	5.50058	7941.56	6.29868	7943.86	11.9044
1512482240082	25.55	7941.78	4.43784	7941	5.97216	7941	5.55278	7941.08	6.16387	7943.37	11.7409
1512482241110	25.54	7941.44	4.97773	7940.48	5.88869	7940.85	5.58041	7940.6	6.04152	7943.13	11.9626
1512482242133	25.54	7943.56	4.97773	7941.6	6.23164	7942.62	5.20478	7942.04	6.10655	7944.2	11.7745
1512482243208	25.53	7942.78	5.56277	7941.24	6.21343	7942.08	5.3613	7941.72	6.14763	7943.68	12.0004
1512482244315	25.55	7941.89	5.23078	7940	6.31796	7940.85	5.68399	7940.44	6.13107	7943.02	12.1203
1512482245340	25.54	7940.78	5.62978	7939.28	6.11365	7939.85	5.7278	7939.48	6.063	7941.88	12.0647
1512482246366	25.54	7941.22	5.44926	7939.8	6.33114	7940.31	5.80782	7940.32	6.12862	7942.79	11.8884
1512482247392	25.55	7941.67	4.94975	7940.12	5.75413	7940.69	5.00641	7940.48	5.57614	7942.53	12.0043
1512482248430	25.55	7940.67	5.14782	7939.32	5.90706	7939.85	5.04721	7939.8	5.93015	7941.93	11.9391
1512482249472	25.55	7940.22	5.26255	7938.76	5.5997	7939.31	5.23426	7939.04	5.54887	7940.85	12.0039
1512482250499	25.54	7939.78	4.79004	7938.6	5.89491	7938.77	5.35652	7938.96	6.20806	7941.14	12.1525
1512482251523	25.54	7940.56	4.6398	7938.84	5.83581	7939.38	5.31568	7939.24	6.00888	7941.42	11.9976
1512482252813	25.54	7939.78	5.01941	7938.24	6.19328	7938.92	5.5896	7938.76	6.29338	7940.64	12.0559
1512482253896	25.55	7938.89	4.72875	7937.24	6.08468	7937.85	5.65459	7937.52	6.53274	7939.78	11.9854
1512482254933	25.54	7938.56	5.0525	7937.12	6.30687	7937.62	5.70874	7937.56	6.62747	7939.78	12.1995
1512482255969	25.54	7937	4.94975	7935.64	5.80861	7936.23	5.43375	7936.08	6.35689	7938.2	12.0944
1512482256973	25.55	7938.11	4.85913	7936.4	5.96518	7937.31	5.37563	7936.92	6.0959	7938.94	11.9953
1512482258018	25.55	7937.33	4.63681	7935.52	6.11773	7936.46	5.37921	7936.08	6.13677	7938.05	12.0365
1512482259032	25.55	7936.33	4.79583	7934.52	5.93801	7935.38	5.15652	7935	5.84523	7937.28	12.0474
