Power reboot not successful, Lepton Error -26
Couldn't set the Telemetry location
spi mode: 7
bits per word: 8
max speed: 31200000 Hz (31200 KHz)
FFC blocked by MainWindow
1512482864070	25.09	8319.11	7658.46	7097.72	6919.55	6261.31	7216.92	6205.6	6928.94	7201.03	7435.16
1512482865102	25.16	7976.67	17.4714	7979.48	17.5146	7976.46	17.5529	7976.36	17.2358	7977.19	17.7569
1512482866112	25.2	7973.67	14.4135	7975.52	14.5405	7973.08	14.448	7973.2	14.1569	7973.76	16.2483
1512482867147	25.23	7969.33	11.3908	7969.12	12.0565	7967.69	12.1682	7967.72	11.8551	7968.75	14.8293
1512482868174	25.26	7966.11	8.86629	7965.4	9.91632	7964.69	9.77569	7964.48	9.7857	7965.93	13.7627
1512482869269	25.28	7958	6.1441	7957.04	7.65659	7956.85	7.54814	7956.84	7.61949	7958.88	12.69
1512482870337	25.3	7955.22	5.5852	7954.64	7.05856	7954.54	6.62842	7954.88	7.04344	7956.65	12.4239
1512482871425	25.31	7950.22	4.43784	7949.84	6.43351	7949.54	5.53196	7950.04	6.71118	7953.02	12.2757
1512482872460	25.32	7948.44	4.79873	7947.8	6.33114	7947.62	5.67947	7948.08	6.54421	7951.09	12.1337
1512482873485	25.32	7947.11	4.75511	7946.04	5.74079	7946.46	5.31688	7946.6	5.68624	7948.52	11.7695
1512482874511	25.34	7945.67	4.60977	7944.68	6.19624	7944.77	5.46434	7944.96	6.22147	7947.27	11.8217
1512482875537	25.35	7944.22	4.84195	7943.08	5.866	7943.31	5.55855	7943.48	5.84608	7946.03	11.7867
1512482876584	25.37	7944.44	5.34114	7942.76	6.01581	7943.62	5.66478	7943.12	6.15982	7945.09	11.8159
1512482877597	25.38	7941.67	5.17204	7940.4	5.91608	7941.08	5.43847	7940.84	6.00472	7942.8	11.8474
1512482878841	25.37	7941.44	4.55826	7940.72	5.77725	7941	5.19615	7941.2	5.8238	7943.1	11.9648
1512482879879	25.38	7941.56	4.8247	7940.2	6.04152	7940.85	5.14532	7940.68	5.88586	7942.91	11.9134
1512482880893	25.38	7940.11	4.88478	7938.92	6.2578	7939.46	5.75348	7939.4	6.29815	7941.93	12.0002
1512482881919	25.4	7940.44	4.58561	7938.68	6.65658	7939.54	5.63642	7939.08	6.44153	7940.86	12.0648
1512482882991	25.39	7938.44	4.66667	7936.44	6.09699	7937.46	5.20601	7937.08	6.26445	7939.61	12.0998
1512482884084	25.39	7941.67	5.17204	7940.24	6.63501	7940.77	5.70313	7940.72	6.38697	7942.03	11.9246
1512482885110	25.39	7938.67	4.79583	7937.52	6.13813	7937.85	5.30481	7937.72	6.18816	7940.05	12.0094
1512482886135	25.39	7936.56	5.50252	7936	6.48717	7936.23	5.59991	7936.4	6.17117	7938.91	12.136
1512482887161	25.4	7938.33	4.7697	7937.44	6.46838	7937.62	5.65005	7937.84	6.18924	7940.04	12.0556
1512482888187	25.4	7937.33	5.31507	7936.68	6.34902	7936.54	5.88239	7936.88	6.29365	7938.98	11.9017
1512482889262	25.41	7939	5.14782	7937.52	6.18547	7937.85	5.53543	7937.84	6.0531	7939.79	11.9409
1512482890285	25.41	7938.22	4.7111	7936.88	6.1259	7937.38	5.34694	7937.32	5.91411	7939.07	11.9654
1512482891378	25.42	7935.56	4.36208	7934.44	6.2788	7934.85	4.91335	7934.8	5.83095	7937.08	11.8644
1512482892433	25.42	7934	4.84768	7932.8	5.75181	7933.54	4.99359	7933.24	5.84722	7936.02	12.291
1512482893542	25.41	7934.22	4.49382	7934.32	5.97718	7934.31	4.67947	7934.52	5.80316	7937.09	12.2737
1512482894550	25.42	7936	4.79583	7934.92	6.17063	7935.31	5.266	7935.24	5.98108	7937.9	12.1452
1512482895594	25.42	7936.44	4.61278	7935.4	6.30476	7935.77	5.18256	7935.88	5.94643	7938.5	12.0921
1512482896602	25.42	7939.56	5.36449	7938.12	6.67283	7938.77	5.86165	7938.6	6.12372	7940.12	11.9502
1512482897843	25.42	7939.11	4.78133	7937.32	6.26312	7938.15	5.65459	7937.8	5.87367	7939.42	11.8842
1512482898888	25.43	7937.44	5.00278	7935.72	6.27508	7936.46	5.53196	7936.32	5.94923	7938.33	12.1802
1512482899986	25.42	7937.44	5.15051	7936.88	6.66658	7936.92	5.31447	7937.4	6.23164	7938.81	12.207
1512482901048	25.43	7934.78	4.38115	7934.04	6.20806	7934.46	5.15777	7934.4	6.22495	7937.08	12.224
1512482902099	25.42	7935.78	3.96162	7935.44	6.09016	7935.31	5.00641	7935.88	5.95343	7938.15	12.1094
1512482903158	25.42	7936.56	4.39065	7935.4	6.5	7935.77	5.1341	7935.64	6.35662	7937.84	12.142
1512482904245	25.43	7935.89	4.19656	7935.04	6.0172	7935.23	4.60351	7935.48	5.78158	7938.23	11.8283
1512482905264	25.43	7936.67	3.87298	7935.36	6.09563	7935.77	4.54888	7935.88	5.59255	7938.06	11.8564
1512482906313	25.44	7936	4.30116	7934.6	6.17117	7935.23	4.71087	7935.16	5.67656	7937.11	12.0276
1512482907342	25.44	7935.56	4.69338	7934.24	6.07783	7934.85	5.25747	7934.96	5.72626	7937.07	11.9822
1512482908398	25.44	7936.44	4.97773	7935.44	6.35793	7936	4.94975	7936.08	5.92959	7937.61	11.9769
1512482909418	25.44	7935.44	4.71993	7935	6.09645	7935.08	4.71631	7935.4	6.19139	7937.46	12.1458
1512482910506	25.43	7936.33	4.94975	7935.68	6.56201	7936.15	4.96397	7936.24	6.21343	7938.22	12.0206
