Timetstamp	FPA	C9	Sigma	C25	Sigma	D13	Sigma	D25	Sigma	R8	Sigma
1512556889913	25.56	7966.11	2.02759	7966.2	1.87083	7966.46	2.18386	7966.4	2.02073	7966.81	2.10318
1512556890922	25.55	7966.33	1.5	7965.64	1.49666	7965.92	1.60528	7965.8	1.55456	7966.15	2.27834
1512556892077	25.55	7965.22	1.98606	7965.48	1.55778	7965.38	1.66024	7965.28	1.54164	7965.96	2.76958
1512556893088	25.54	7966.22	1.39443	7966.2	1.75594	7966.38	1.44559	7966.16	1.59896	7966.6	2.16804
1512556894134	25.55	7967.33	1.87083	7966.72	1.81475	7967.31	1.79743	7966.56	1.70978	7966.05	2.12203
1512556895314	25.55	7966.56	1.33333	7966.36	1.86815	7966.62	1.75777	7966.12	1.66633	7965.47	2.18195
1512556896393	25.56	7966.67	1.73205	7966.48	2.4173	7966.54	1.94145	7966.32	2.13542	7966.49	2.42195
1512556897418	25.55	7965.89	1.69148	7965.56	2.02237	7965.92	1.65638	7965.56	1.66032	7965.41	2.11722
1512556898435	25.55	7965.44	1.424	7965.2	1.63299	7965.38	1.38675	7965.08	1.49778	7964.82	2.14167
1512556899470	25.56	7964.78	1.56347	7964.64	1.55134	7965.08	1.5525	7964.48	1.71075	7964.55	2.03316
1512556900495	25.56	7965.11	2.02759	7965.04	2.16949	7965.38	2.25605	7965.12	2.22336	7965.07	2.19151
1512556901537	25.55	7965.33	1.22474	7965.76	1.80924	7965.62	1.66024	7965.6	1.84842	7965.26	2.21153
1512556902563	25.56	7965.33	1.32288	7965.52	1.66132	7965.69	1.70219	7965.28	1.90438	7965.13	2.32793
1512556903588	25.56	7965.67	1.73205	7965.6	1.97906	7965.92	1.75412	7965.72	1.86011	7965.73	2.19135
1512556904614	25.56	7966.33	1	7966.44	1.75784	7966.62	1.04391	7966.4	1.65831	7966.44	2.32227
1512556905640	25.57	7965.44	1.66667	7965.16	1.49108	7965.54	1.5064	7965.2	1.55456	7964.92	2.17068
1512556906665	25.56	7964.22	2.48886	7964.52	2.78568	7964.77	2.83296	7964.44	2.59936	7964.44	2.41692
1512556907703	25.56	7966.67	1.73205	7966	2	7966.62	2.10311	7966.16	1.97231	7965.69	2.06781
1512556908814	25.57	7964.89	1.83333	7964.44	1.85023	7965	1.95789	7964.72	1.74452	7964.39	2.10168
1512556909836	25.56	7967.44	2.45515	7967.32	2.42762	7967.69	2.42846	7967.28	2.20832	7966.09	2.42633
1512556910882	25.55	7967.11	1.61589	7966.72	1.96893	7967.15	1.51911	7966.68	1.93046	7966.4	2.26439
1512556912005	25.56	7966.33	1.22474	7966.36	1.41067	7966.46	1.33012	7966.6	1.75594	7966.41	2.20636
1512556913031	25.56	7966.89	1.2693	7966.56	1.35647	7966.69	1.49358	7966.52	1.68622	7966.35	2.18153
1512556914071	25.56	7965.78	1.09291	7965.84	1.49108	7965.69	1.60128	7965.6	2.02073	7966.15	2.24065
1512556915078	25.56	7965.67	1	7966.28	1.2083	7966.15	1.28103	7966.44	1.50222	7966.98	2.30027
1512556916168	25.56	7965.22	0.833333	7965.24	1.33167	7965.23	1.09193	7965.48	1.75879	7965.77	2.17048
1512556917196	25.57	7965.67	1.5	7965.52	1.78232	7965.46	1.45002	7965.68	2.23084	7965.72	2.36609
1512556918286	25.57	7965.33	1.41421	7964.76	1.64012	7965.08	1.60528	7965.08	1.63095	7964.92	2.40641
1512556919385	25.58	7964.56	1.13039	7965.04	1.54056	7964.69	1.25064	7965	1.68325	7965.11	2.4545
1512556920466	25.57	7963	1.87083	7963.4	1.73205	7963.23	1.7867	7963.6	1.89297	7963.76	2.64283
1512556921516	25.57	7963.44	1.50923	7963.8	1.22474	7963.69	1.37747	7964	1.38444	7963.82	2.44098
1512556922604	25.58	7964.33	1.58114	7965.08	1.82392	7964.69	1.49358	7965.04	1.83666	7964.74	2.29756
1512556923630	25.58	7964	1.73205	7964.8	2.16025	7964.38	1.60927	7964.52	2.08407	7964.44	2.45964
1512556924742	25.56	7967.78	1.98606	7966.64	1.89033	7967.54	1.98391	7966.72	1.98997	7965.7	2.19156
