Timetstamp	FPA	C9	Sigma	C25	Sigma	D13	Sigma	D25	Sigma	R8	Sigma
1512554613094	16.12	8210.22	1.92209	8210.16	2.07525	8210.23	1.87767	8209.92	2.27156	8210.86	2.36866
1512554614178	16.11	8212.44	2.00693	8211.84	2.32164	8212.46	1.71345	8212.04	2.52455	8211.19	2.10147
1512554615331	16.11	8212.11	1.83333	8212.48	1.96044	8212.23	2.12736	8211.76	2.65016	8211.62	2.27947
1512554616370	16.11	8209.67	2.06155	8209.8	1.87083	8209.69	2.01596	8209.28	2.17025	8209.66	2.0273
1512554617414	16.12	8212.11	1.53659	8211.68	1.95192	8212.15	1.81871	8211.44	2.2561	8211.39	2.22448
1512554618439	16.12	8211.33	1.80278	8210.84	1.90788	8211.31	1.60128	8210.76	1.89912	8210.54	1.97637
1512554619592	16.13	8210.67	2.12132	8210.48	2.31157	8210.62	1.85016	8210.28	2.44131	8210.9	2.33176
1512554620690	16.13	8208.11	1.90029	8208.84	1.90788	8208.46	1.71345	8208.8	1.97906	8209.73	2.40923
1512554621715	16.12	8209.89	1.90029	8210.08	1.77764	8210	1.87083	8209.88	1.9	8209.75	2.08736
1512554622741	16.12	8210.44	1.50923	8210.8	1.60728	8210.54	1.33012	8210.44	1.58325	8210.95	2.11823
1512554623767	16.13	8209.56	1.5899	8209.92	1.55242	8209.92	1.44115	8209.8	1.63299	8209.83	1.965
1512554624793	16.13	8209.89	2.08833	8209.28	2.03142	8209.46	1.89804	8209	2.21736	8209.47	2.21033
1512554625818	16.15	8208.78	2.72845	8209.28	2.18937	8208.77	2.27866	8208.68	2.39305	8208.89	2.071
1512554626844	16.15	8209.11	2.26078	8209	2.16025	8208.85	2.0755	8208.6	2.3094	8209.11	1.95085
1512554627863	16.13	8207.89	2.14735	8208.28	2.09205	8207.92	1.97744	8207.76	2.31445	8208.8	2.04522
1512554628895	16.15	8208.89	1.2693	8208.56	1.35647	8208.77	1.09193	8208.36	1.55134	8209.35	2.15788
1512554629920	16.15	8209.56	2.00693	8208.76	1.80924	8209.38	1.7097	8208.52	1.96044	8209.06	2.12913
1512554630947	16.15	8209	2.23607	8208.72	1.90438	8209	1.87083	8208.48	1.98158	8209.05	2.05976
1512554631972	16.16	8208.44	1.5899	8208.28	1.6207	8208.62	1.3253	8208	1.55456	8208.77	2.18657
1512554632998	16.13	8207.22	2.10819	8207.56	1.75784	8207.31	1.79743	8207.16	1.97231	8207.63	2.35505
1512554634032	16.15	8210.56	1.424	8210	1.82574	8210.46	1.39137	8209.6	2.39792	8209.3	2.30327
1512554635058	16.15	8209.78	1.7873	8209.24	1.73877	8209.62	1.7097	8209.04	2.15019	8209.28	2.33284
1512554636074	16.15	8209	1.5	8209.12	1.78699	8209.31	1.49358	8208.6	2.19848	8209.26	2.2788
1512554637112	16.15	8210.33	1	8210.56	1.98074	8210.62	1.26085	8210.12	2.40347	8209.75	2.47336
1512554638157	16.15	8208.11	1.61589	8209	2.29129	8208.62	1.66024	8208.28	2.49199	8208.79	2.36479
1512554639162	16.13	8208.67	1.58114	8209.04	2.00998	8208.77	1.36344	8208.52	2.31157	8209.54	2.43452
1512554640177	16.16	8207.44	1.33333	8207.96	1.85921	8207.62	1.3253	8207.28	2.18937	8208.05	2.37114
1512554641281	16.16	8209.22	1.7873	8209.16	2.2301	8208.85	1.86396	8208.56	2.94505	8209.06	3.02281
1512554642343	16.16	8208.67	1.41421	8209.04	1.88149	8208.85	1.46322	8208.56	2.48462	8209.07	2.51881
1512554643368	16.17	8207.67	1.22474	8208.12	1.58955	8208	1.47196	8207.68	2.30434	8207.96	2.27159
1512554644443	16.16	8210.22	1.98606	8209.84	2.52784	8210.23	1.96443	8209.24	3.2311	8208.78	2.79827
1512554645534	16.17	8209.11	1.05409	8208.76	2.16564	8209.15	0.987096	8208.36	2.44745	8208.17	2.38779
1512554646607	16.17	8208.11	1.16667	8207.96	1.7195	8208.15	1.14354	8207.48	2.08407	8207.46	2.12127
1512554647709	16.16	8208	1.5	8208.12	2.16641	8208.08	1.38212	8207.56	2.2745	8208.11	2.56855
1512554648734	16.17	8207.33	1.32288	8207.24	1.83212	8207.46	1.33012	8206.8	2.19848	8207.39	2.32721
1512554649842	16.16	8206.89	1.76383	8207.04	2.05102	8207	1.91485	8206.48	2.16256	8206.92	2.08251
1512554650900	16.16	8208.44	1.13039	8208.56	1.63503	8208.69	1.03155	8208.2	1.84842	8208.46	2.23592
1512554651915	16.16	8207.56	1.01379	8208.12	2.16641	8207.85	1.06819	8207.64	2.13854	8207.47	2.36515
1512554652941	16.16	8208.22	1.30171	8208.48	1.89561	8208.38	1.26085	8208.04	2.11108	8208.24	2.19796
1512554653994	16.16	8207.33	1.41421	8207.52	2.10396	8207.54	1.5064	8206.96	2.35372	8207.35	2.14299
1512554655040	16.17	8207.22	1.39443	8207.48	1.91746	8207.31	1.25064	8206.96	2.35372	8206.98	2.18174
1512554656065	16.18	8205.89	0.600925	8206.36	1.65529	8206.15	0.898717	8205.8	2.25462	8206.73	2.44571
1512554657069	16.17	8204.33	1.11803	8204.92	1.97737	8204.77	1.30089	8204.48	2.34734	8206.05	2.44468
1512554658226	16.17	8206	1	8205.8	1.84842	8206	0.912871	8205.56	1.80462	8206.34	2.11531
1512554659323	16.18	8206.33	1.22474	8206.2	1.77951	8206.38	1.19293	8205.84	1.90788	8206.66	2.16919
1512554660349	16.17	8205.33	2.29129	8205.56	2.58328	8205.69	2.05688	8205.04	2.73069	8205.3	2.59664
1512554661377	16.17	8204.78	2.10819	8204.72	2.15097	8204.77	1.87767	8204.28	2.31876	8205.13	2.49349
1512554662400	16.17	8205.67	1.32288	8205.12	1.81016	8205.31	1.25064	8204.68	2.01494	8205.43	2.2024
1512554663426	16.18	8204.33	2.06155	8204.96	1.96808	8204.62	1.80455	8204.64	1.97653	8205.08	2.2797
1512554664461	16.17	8205.44	2.12786	8205.12	2.06801	8205.62	1.89466	8205.08	2.1	8206.37	2.76242
1512554665601	16.17	8206.33	1.87083	8205.72	1.81475	8205.92	1.89128	8205.44	1.98074	8206.34	2.40779
1512554666646	16.17	8207.78	1.30171	8208.4	1.58114	8207.85	1.40512	8207.76	2.0672	8207.96	2.2624
1512554667756	16.18	8209.22	1.92209	8208.64	1.62993	8208.92	1.65638	8208.4	1.97906	8208.21	2.19646
1512554668782	16.17	8208.56	1.50923	8208.08	1.86905	8208.15	1.62512	8207.44	2.12289	8207.99	2.39789
1512554669937	16.17	8207.33	1.22474	8207.48	1.5308	8207.62	1.1209	8207.04	1.90351	8207.33	2.30764
1512554670947	16.17	8206.89	1.76383	8207.08	1.89121	8207.23	1.69085	8206.88	2.10792	8206.97	2.30587
1512554671973	16.17	8207	1.11803	8207	1.82574	8207.08	1.11516	8206.56	2.06317	8207.36	2.0493
1512554673013	16.17	8207.11	1.2693	8207.72	2.20832	8207.85	1.77229	8207.2	2.48328	8207.54	2.21496
1512554674024	16.17	8207.22	1.71594	8208	1.82574	8207.62	1.60927	8207.52	1.82848	8207.54	2.2866
1512554675050	16.18	8208.11	1.83333	8208.64	1.8	8208.62	1.7097	8208.32	2.01494	8208.52	2.01839
1512554676109	16.17	8207.22	2.10819	8207.76	2.31445	8207.69	1.93152	8207.52	2.46847	8208.02	2.42375
1512554677173	16.18	8206.78	2.04803	8207.4	2.21736	8207.31	1.97419	8207.48	2.14321	8208.37	2.36196
1512554678241	16.17	8207.44	1.5899	8207.32	1.7253	8207.69	1.49358	8207.16	2.01412	8207.61	1.98412
1512554679277	16.18	8207	1.41421	8207.12	1.64114	8207	1.22474	8206.8	1.82574	8207.74	2.20974
1512554680297	16.19	8207.11	1.61589	8207.52	1.82848	8207.77	1.73944	8207.04	1.98914	8207.59	2.23238
1512554681447	16.18	8206.78	1.30171	8207.6	2.12132	8207.15	1.62512	8207	2.44949	8207.87	2.88112
1512554682489	16.17	8206.89	1.2693	8207.24	1.96384	8207.31	1.60128	8206.72	2.35443	8207.44	2.5243
1512554683492	16.18	8208.11	1.83333	8208	2.08167	8208.54	1.6641	8207.84	2.19241	8208.97	2.63571
1512554684503	16.19	8207	1.93649	8206.96	1.85921	8207.23	1.64083	8206.76	1.96384	8207.69	2.3244
1512554685535	16.19	8205.78	1.98606	8205.76	2.08726	8206.15	1.86396	8205.4	2.21736	8206.25	2.47967
1512554686573	16.2	8204.78	1.56347	8204.8	1.89297	8205	1.58114	8204.44	2.18098	8205.21	2.53136
1512554687586	16.19	8204.44	1.81046	8204.92	1.82392	8204.92	1.70595	8204.32	2.30434	8204.97	2.3137
1512554688612	16.19	8206.89	1.05409	8206.72	1.42945	8206.85	1.06819	8206.24	2.33238	8205.82	2.27991
1512554689621	16.19	8206.44	1.74005	8206.32	1.93046	8206.46	1.5064	8205.8	2.14087	8206.06	2.39276
1512554690749	16.19	8206	2.54951	8206.16	2.30362	8206.15	2.1543	8205.64	2.51462	8206.16	2.21893
1512554691803	16.2	8205.67	2.29129	8205.76	2.36784	8205.77	1.92154	8205.24	2.22261	8205.76	2.19796
1512554692851	16.2	8205.44	1.87824	8205.44	1.91659	8205.46	1.61325	8205	2.23607	8205.31	2.61142
