Timetstamp	FPA	C9	Sigma	C25	Sigma	D13	Sigma	D25	Sigma	R8	Sigma
1512492824153	16.31	8044	1.65831	8044.28	2.03142	8043.69	1.70219	8043.76	1.87705	8044.32	2.03065
1512492825178	16.31	8047.22	1.56347	8046.84	1.772	8046.69	2.01596	8046.84	1.81842	8046.74	1.96459
1512492826204	16.31	8043	1.73205	8043.32	2.19317	8042.69	1.79743	8043.28	2.11187	8044.32	2.08177
1512492827256	16.31	8043.67	2.06155	8043.72	1.83757	8043.46	1.89804	8043.52	1.75879	8044.21	1.9734
1512492828369	16.31	8044	0.866025	8044.24	1.23423	8044.08	0.759555	8043.92	1.22202	8044.97	1.88996
1512492829411	16.3	8043.56	1.424	8043.48	2.0025	8043.46	1.45002	8043.04	1.7195	8044.1	1.93639
1512492830418	16.3	8042.44	1.50923	8042.32	1.74929	8042.23	1.36344	8042.08	1.52534	8043.04	1.96949
1512492831446	16.3	8043.44	1.50923	8043.4	1.70783	8043.54	1.45002	8043.32	1.51987	8043.36	1.96629
1512492832472	16.3	8041	1.73205	8041.6	1.95789	8041.23	1.64083	8041.24	1.69017	8042.39	2.18643
1512492833501	16.3	8042.22	2.04803	8042.08	1.89121	8042.15	1.99358	8041.6	1.97906	8042.3	2.02094
1512492834526	16.3	8042	2.12132	8042.28	2.05183	8041.92	2.06	8041.68	1.8868	8042.68	2.00224
1512492835565	16.31	8040.78	1.71594	8041.32	1.8421	8040.92	1.75412	8040.8	1.91485	8041.26	2.02979
1512492836591	16.31	8039.44	1.66667	8039.52	1.85113	8039.31	1.54837	8039.12	1.87794	8040.3	2.07686
1512492837600	16.3	8039	2.12132	8039.08	2.03961	8039	1.87083	8038.64	1.86815	8039.68	2.13366
1512492838642	16.3	8040.78	2.10819	8040.8	2.02073	8040.77	2.38586	8040.48	1.96044	8040.75	2.10476
1512492839667	16.3	8038.89	1.69148	8038.64	1.89033	8038.69	1.93152	8038.56	1.78139	8039.04	2.07257
1512492840693	16.3	8040	2.34521	8039.6	2.58199	8039.77	2.31495	8039.28	2.20832	8039.11	2.49449
1512492841791	16.3	8039.11	2.26078	8038.92	2.17792	8038.69	2.13638	8038.36	2.01825	8038.78	2.08094
1512492842842	16.29	8038.22	1.56347	8038.56	1.66032	8038	1.41421	8038.08	1.6563	8038.88	1.9672
1512492843884	16.29	8040.33	1.73205	8039.64	1.60416	8040	1.77951	8039.48	1.78232	8040.16	2.13763
1512492844956	16.29	8038.56	2.06828	8038.04	1.90351	8038	2.08167	8037.8	2	8038.89	1.97048
1512492845974	16.29	8038.78	1.39443	8038.88	1.73973	8038.46	1.39137	8038.56	1.78139	8039.86	2.12772
1512492847075	16.29	8036.78	1.56347	8037.16	1.51877	8036.92	1.49786	8036.88	1.66633	8038.24	2.01173
1512492848101	16.29	8038.44	1.424	8038.88	2.26053	8038.46	1.76141	8038.8	2.34521	8038.95	2.09237
1512492849127	16.29	8038.67	1.73205	8038.92	2.69134	8038.38	1.98068	8038.36	2.62805	8038.84	2.05312
1512492850202	16.3	8037.33	2.29129	8037.84	2.30362	8037.08	2.10006	8037.4	2.12132	8038.56	2.06589
1512492851276	16.29	8037.22	1.48137	8037.68	1.81934	8036.92	1.44115	8037.32	1.43527	8038.67	2.05451
1512492852317	16.29	8037.56	2.29734	8037.72	2.30072	8037.46	2.40192	8037.44	2.2745	8037.99	2.10282
1512492853327	16.29	8037.78	2.10819	8038.08	2.01908	8037.62	1.98068	8037.72	1.92614	8038.48	1.95808
1512492854369	16.29	8037.11	1.96497	8037.88	2.35089	8037	1.87083	8037.6	1.93649	8038.25	2.02852
1512492855394	16.28	8036.56	2.06828	8037.4	2.10159	8036.69	1.84321	8037.04	1.81384	8038.07	2.14693
1512492856420	16.28	8038.22	2.27913	8039.2	2.34521	8038.54	2.3315	8038.96	2.28181	8039.95	2.20969
1512492857522	16.28	8038.89	1.69148	8038.64	2.11896	8038.92	1.93484	8038.52	2.10396	8039.51	2.341
1512492858605	16.28	8038.78	2.10819	8039.76	1.96384	8038.85	1.77229	8039.08	2.1	8039.3	2.10229
1512492859611	16.29	8038.89	1.16667	8039.64	1.84572	8039	1.29099	8038.96	1.69509	8040.05	2.05837
1512492860637	16.28	8039.56	2.00693	8040.2	2.08167	8039.92	1.93484	8039.88	2.08806	8040.51	2.07695
1512492861710	16.29	8038.67	2.23607	8039	2.04124	8038.62	2.06311	8038.6	2.08167	8039.2	2.14223
1512492862732	16.29	8038.67	2.34521	8039.56	1.87261	8038.92	2.06	8039.12	1.83303	8039.47	2.0131
1512492863828	16.28	8037.33	2.23607	8038.28	2.07204	8037.92	2.4311	8038.08	1.99833	8038.78	2.349
1512492864854	16.29	8037.22	1.20185	8037.88	1.78699	8037.46	1.61325	8037.36	1.57797	8037.92	2.12112
1512492865926	16.29	8038.44	2.29734	8038.16	1.90788	8038.08	2.13937	8037.6	2.19848	8037.84	1.96058
1512492866936	16.29	8037.67	1.58114	8037.36	1.49666	8037.38	1.60927	8037.08	1.63095	8037.52	1.76503
1512492868044	16.29	8038.67	1.58114	8038.48	2.0232	8038.46	2.06621	8038.12	1.96469	8038.14	2.02745
1512492869070	16.29	8036.22	1.64148	8036.84	1.79536	8036.31	1.79743	8036.48	1.63605	8036.88	1.85267
1512492870093	16.29	8036.11	1.90029	8037.52	2.72519	8036.23	1.96443	8036.92	2.46509	8037.61	2.1697
1512492871129	16.29	8035.56	1.74005	8036.2	2	8035.46	1.71345	8035.92	2.11975	8036.88	2.11026
1512492872186	16.3	8037	2	8036.64	2.07926	8036.69	2.17503	8036.44	2.14243	8036.8	1.94068
1512492873286	16.29	8035.22	1.98606	8035.6	2.14087	8035.08	2.06	8034.96	2.20756	8035.81	2.11306
1512492874319	16.3	8036	2.12132	8036.04	2.0306	8035.69	1.88788	8035.76	2.10713	8036.15	2.09245
1512492875338	16.3	8035.56	1.87824	8035.96	2.15019	8035.54	1.61325	8035.48	2.34734	8036.73	2.30539
1512492876418	16.29	8034.11	1.61589	8035.12	2.27889	8034.23	1.36344	8034.6	2.04124	8036.07	2.03483
1512492877503	16.3	8035.56	2.12786	8036.2	2.3094	8035.62	2.02231	8036.04	2.26348	8036.34	1.89998
1512492878529	16.29	8035	1.93649	8035.12	2.20454	8035.15	2.0755	8035.04	2.37136	8035.53	2.06924
1512492879543	16.3	8036	2	8035.96	2.28181	8036.15	2.11527	8035.84	2.21133	8036.38	2.11595
1512492880580	16.29	8034.22	1.20185	8034.96	1.83666	8034.46	1.26592	8034.56	1.91659	8035.85	2.02155
1512492881606	16.29	8033.33	1.5	8035.08	2.03961	8033.92	1.65638	8034.72	2.37206	8036.48	2.27095
1512492882618	16.29	8032.89	1.45297	8034.88	2.20454	8033.69	1.84321	8034.44	2.48462	8035.99	2.34074
1512492883667	16.3	8035.33	1.58114	8035.48	2.06398	8035.38	1.93815	8035.28	2.11187	8036.06	1.92199
1512492884669	16.28	8035.44	1.66667	8036.8	2.5658	8035.77	1.96443	8036.36	2.32522	8037.05	2.21098
1512492885694	16.29	8035.56	1.81046	8036.8	1.91485	8035.92	1.801	8036.52	1.82848	8037.65	1.97648
1512492886720	16.29	8036.56	1.23603	8037.2	1.89297	8036.62	1.3253	8037.16	1.54596	8037.92	1.86502
1512492887809	16.28	8039	1.58114	8038.84	1.67531	8038.92	1.49786	8038.64	1.55134	8038.8	1.9884
1512492888899	16.28	8039.56	1.94365	8039.84	1.95107	8039.46	1.6641	8039.48	1.82848	8039.96	2.05354
1512492889972	16.28	8037.44	1.94365	8037.4	1.55456	8037.31	1.6525	8037.24	1.53514	8037.96	1.93211
1512492890998	16.29	8035.78	1.64148	8036.8	1.65831	8035.92	1.49786	8036.36	1.70489	8037.79	2.17671
1512492892090	16.28	8036.33	1.73205	8037.76	1.92094	8037.23	2.08782	8037.44	1.87261	8038.53	2.22684
1512492893116	16.29	8035.33	2.12132	8036.6	1.91485	8036	2.12132	8036.08	1.73013	8037.58	2.12501
1512492894142	16.28	8035.22	1.48137	8036.6	1.97906	8035.85	1.62512	8036.04	1.94679	8037.28	2.45515
1512492895194	16.28	8036	1.58114	8036.72	1.69607	8036.15	1.40512	8036.2	1.91485	8037.7	2.2892
1512492896307	16.27	8036	1.80278	8036.44	1.89473	8036.08	1.60528	8036.08	2.01908	8037.02	2.08656
1512492897319	16.27	8035.89	2.02759	8036.4	1.89297	8035.77	1.7867	8035.8	1.97906	8037.51	2.48351
1512492898466	16.25	8036.78	1.56347	8037.48	1.96044	8036.92	1.84669	8037.24	1.98494	8038.22	2.20726
1512492899482	16.25	8036	1.80278	8037	2.17945	8036.31	1.79743	8036.88	2.6032	8038.1	2.43363
1512492900506	16.25	8036.22	1.48137	8036.72	1.83757	8036.54	1.61325	8036.48	1.63605	8037.78	2.20489
1512492901588	16.25	8037.78	1.71594	8038.16	1.74833	8038.15	1.67562	8038.04	1.69509	8038.77	2.07729
1512492902674	16.25	8037.44	1.94365	8038.28	2.13151	8037.69	1.88788	8038.16	2.11503	8039.12	2.24335
1512492903728	16.27	8037.56	1.33333	8038.24	1.85472	8037.62	1.55662	8038.08	1.73013	8039.31	2.23719
1512492904731	16.27	8037.67	1.93649	8038.44	2.2	8038	2	8038.32	2.05589	8039.38	2.12822
1512492905765	16.27	8037.11	1.61589	8037.4	2.32737	8036.85	1.99358	8037.08	2.05994	8037.55	2.10614
1512492906810	16.28	8036.44	2.00693	8037.56	2.21886	8036.54	1.85362	8037.12	2.04776	8038.36	2.18018
1512492907973	16.27	8036.67	0.707107	8037.6	1.47196	8037.08	1.11516	8037.2	1.55456	8037.81	1.96838
1512492908988	16.27	8037.11	1.05409	8038	1.5	8037.38	1.04391	8037.56	1.32539	8038.09	2.10941
1512492910031	16.27	8039.89	1.76383	8040.64	2.72152	8040.15	2.26738	8040.36	2.46441	8040.44	2.48911
1512492911122	16.27	8037.11	0.927961	8037.88	1.83303	8037.15	1.28103	8037.4	1.52753	8038.05	2.31231
1512492912199	16.29	8036.44	1.66667	8037.2	1.91485	8036.62	1.50214	8037.04	2.00998	8037.56	2.12079
1512492913360	16.28	8036.44	1.50923	8037.92	2.39653	8036.92	1.93484	8037.64	2.27083	8038.96	2.39538
1512492914536	16.27	8038.11	1.53659	8038.92	2.01908	8038.62	1.75777	8038.8	2.14087	8038.99	2.23955
1512492915567	16.27	8037.56	2.55495	8037.88	2.1276	8037.62	2.46774	8037.88	2.24202	8038.51	2.2733
1512492916639	16.27	8037.89	2.02759	8038	2.25462	8037.69	2.35884	8038	2.27303	8038.87	2.2873
1512492917650	16.28	8038.56	2.06828	8038.8	2.27303	8038.38	2.10311	8038.4	2.14087	8038.64	2.10942
1512492918675	16.28	8037.56	1.5899	8038.12	2.10792	8037.46	1.94145	8037.68	2.15484	8038.23	2.11883
1512492919680	16.27	8036.56	1.66667	8037.56	2.45085	8036.77	1.92154	8037.08	2.41385	8037.52	2.20811
1512492920724	16.27	8036.78	1.64148	8037.32	2.01494	8036.77	1.83275	8037.04	2.05102	8037.61	1.87063
1512492921756	16.27	8038.22	1.64148	8038.4	2.17945	8038.15	1.81871	8038.32	2.11581	8038.37	1.96437
1512492922856	16.27	8036.78	1.92209	8036.96	2.15019	8036.69	2.01596	8036.88	2.16641	8037.56	2.02258
1512492923860	16.27	8036	1.5	8036.04	1.96808	8035.92	2.13937	8036.08	1.93477	8037.05	1.94264
1512492924908	16.27	8035.78	1.98606	8036.68	2.09603	8035.92	1.93484	8036.48	2.16256	8036.99	1.99997
1512492925945	16.28	8035.56	1.94365	8036.52	2.70986	8035.69	2.83974	8036.2	2.75379	8036.31	2.21659
1512492926954	16.28	8035.67	2	8035.88	2.18556	8035.69	2.42846	8035.68	2.21209	8035.99	1.99086
1512492927989	16.28	8035.33	1.22474	8035.72	1.54164	8035.23	1.36344	8035.44	1.66032	8035.77	1.89842
1512492929061	16.28	8034.44	1.87824	8035.2	2.06155	8034.23	1.64083	8034.76	2.14631	8036.27	2.32288
1512492930154	16.27	8036.22	1.64148	8036.12	1.76352	8035.77	1.73944	8036.08	1.77764	8036.34	1.99884
1512492931179	16.28	8036.44	1.33333	8036.84	2.07525	8036.38	1.44559	8036.56	1.98074	8037.29	2.15753
1512492932205	16.28	8036.44	1.33333	8036.64	1.43991	8036.15	1.3445	8036.56	1.38684	8037.35	1.94152
1512492933220	16.28	8035.89	1.69148	8035.8	1.47196	8035.62	1.80455	8035.56	1.44568	8036.36	2.28484
1512492934268	16.28	8035	1.58114	8035	1.58114	8035	1.68325	8034.96	1.54056	8035.78	2.00704
1512492935274	16.28	8034.78	1.71594	8035	1.82574	8034.77	1.73944	8034.88	1.85562	8035.68	2.13122
1512492936319	16.27	8037.44	1.66667	8037.16	1.772	8036.92	1.93484	8036.88	1.9	8037.58	2.18561
1512492937364	16.28	8037.78	1.09291	8037	1.75594	8037.08	2.06	8036.84	1.92959	8037.65	2.17914
1512492938473	16.28	8036.56	1.01379	8036.16	1.72434	8036.15	1.67562	8036.04	1.74356	8035.99	1.92164
1512492939534	16.29	8034.89	1.45297	8035.48	1.89561	8035	1.52753	8035.16	1.72434	8035.2	1.96654
1512492940638	16.27	8035	1.65831	8035.36	1.91224	8034.85	1.81871	8035	2.10159	8035.47	2.05906
1512492941664	16.27	8034.56	2.00693	8035.32	2.01494	8034.46	1.85362	8035	1.91485	8035.2	1.9884
1512492942690	16.28	8034.67	1.32288	8035.08	1.95619	8034.62	1.50214	8034.76	1.71464	8035.65	1.9708
1512492943699	16.28	8036.33	1.93649	8036.04	2.13073	8036.15	2.19265	8036	2.17945	8036.61	2.28201
1512492944788	16.28	8035.67	2	8036	1.89297	8035.54	2.22169	8035.64	2.09921	8036.79	2.20592
1512492945864	16.28	8036.33	2	8036.44	1.70978	8036.15	2.0755	8036	1.70783	8036.89	2.50987
1512492946916	16.28	8036.56	1.66667	8036.92	1.75404	8036.46	1.45002	8036.48	1.55778	8037.3	2.15852
1512492948041	16.28	8035.78	1.98606	8036	1.77951	8035.62	1.75777	8035.6	1.70783	8036.48	2.02606
1512492949072	16.27	8038.11	1.45297	8038.4	1.82574	8037.77	1.69085	8038.16	2.11503	8038.44	2.39092
1512492950143	16.27	8037.11	1.2693	8037.36	1.89033	8036.85	1.46322	8037	1.70783	8037.95	2.03547
1512492951237	16.27	8036	1.22474	8036.52	1.89561	8036	1.47196	8036.48	2.0025	8037.38	2.04301
1512492952359	16.27	8036.44	0.881917	8037.2	1.44338	8036.77	1.09193	8037.04	1.2741	8037.96	1.96542
1512492953402	16.27	8038.33	1.80278	8038.64	1.70489	8038.46	1.89804	8038.68	1.67631	8038.47	2.08428
1512492954405	16.29	8036.44	1.74005	8037.16	2.19241	8036.46	1.94145	8036.96	2.18861	8037.89	2.0396
1512492955437	16.28	8036.11	1.83333	8036.44	1.85023	8036.23	2.12736	8036.56	1.89473	8037.15	2.24761
1512492956479	16.28	8035.67	1.5	8036	1.80278	8035.62	1.38675	8035.76	1.73877	8036.49	1.98984
1512492957501	16.28	8036.78	1.48137	8036.8	2.73861	8036.92	2.36155	8036.52	2.74044	8036.87	2.31364
1512492958517	16.27	8036.56	1.66667	8036.56	2.06317	8036.92	2.2532	8036.44	2.04287	8037.66	2.56928
1512492959564	16.28	8037	1.65831	8036.88	1.94336	8036.85	1.62512	8036.48	1.63605	8037.77	2.3257
1512492960566	16.29	8036.78	1.71594	8036.96	1.7673	8036.69	1.54837	8036.8	1.63299	8037.71	2.21
1512492961618	16.28	8037.78	1.30171	8038.28	1.81475	8037.85	1.51911	8037.88	1.45258	8038.61	2.08176
1512492962662	16.28	8038.44	1.94365	8038.88	2.2971	8038.15	1.90815	8038.12	2.00666	8038.98	2.29237
1512492963723	16.28	8037.89	1.69148	8038	2.12132	8037.92	2.01914	8037.72	1.96893	8038.23	2.25983
1512492964808	16.28	8036.56	2.00693	8036.88	2.04776	8036.69	2.21302	8036.88	2.27889	8036.89	2.15145
1512492965834	16.28	8035.33	1.32288	8035.8	1.89297	8035.23	1.5359	8035.52	1.82848	8036.41	2.07771
1512492966860	16.28	8035.33	1.65831	8035.8	2.21736	8034.92	1.65638	8035.32	2.03552	8036.72	2.07275
1512492967886	16.28	8035.56	1.33333	8035.8	1.77951	8035.23	1.69085	8035.52	1.85113	8036.6	2.3052
1512492968930	16.27	8036.11	1.2693	8036.76	1.69017	8036.31	1.49358	8036.76	1.78606	8037.82	2.55768
1512492969957	16.27	8037.33	1	8037.48	1.5843	8037.38	1.44559	8037.48	1.73494	8038.06	2.21309
1512492971025	16.29	8038.22	0.971825	8038.52	1.75879	8038.23	1.5359	8038.4	1.65831	8038.52	1.93937
1512492972092	16.28	8039.33	1.41421	8039.24	2.10713	8039	1.58114	8039.16	2.15407	8038.52	2.25022
1512492973165	16.27	8037.33	1.5	8037.56	2.08327	8037.31	1.88788	8037.36	1.93391	8038.24	2.04067
1512492974258	16.28	8037.78	1.71594	8037.36	2.09921	8037.62	1.75777	8037.04	2.07123	8037.33	1.89404
1512492975267	16.28	8036	1.5	8036.2	1.65831	8036.08	1.38212	8036.08	1.75404	8037.06	1.87257
1512492976292	16.28	8038.11	1.16667	8037.96	1.83666	8038.15	1.86396	8037.84	1.772	8037.65	1.87325
1512492977327	16.27	8039.67	1.80278	8039.28	2.44131	8039.69	2.25036	8039.4	2.34521	8038.72	2.10021
1512492978372	16.28	8037.89	1.2693	8037.96	2.07123	8037.92	1.93484	8037.84	1.772	8037.96	1.9144
1512492979436	16.28	8036.33	1.73205	8036.4	2.04124	8036.46	2.10616	8036.44	1.95959	8036.65	1.87645
1512492980442	16.28	8038.44	2.24227	8038.84	2.07525	8038.31	2.09701	8038.48	1.96044	8038.92	2.28655
1512492981485	16.28	8037.44	2.12786	8037.6	2.14087	8037.15	2.03495	8037.16	1.97231	8037.99	2.4055
1512492982509	16.29	8036.11	1.90029	8036.6	1.82574	8036.15	1.72463	8036.08	1.77764	8036.77	2.16262
1512492983519	16.29	8036.89	1.53659	8037	1.84842	8036.69	1.4367	8036.52	1.71075	8037.21	1.91989
1512492984544	16.29	8035.11	1.53659	8035.68	1.86458	8035.15	1.46322	8035.44	1.50222	8036.51	2.11174
1512492985646	16.29	8036.11	2.08833	8035.92	2.43105	8036.08	2.39658	8035.92	2.17792	8036.54	2.08661
1512492986679	16.3	8035.78	1.7873	8036	1.82574	8035.54	1.71345	8035.88	1.66633	8036.45	1.87053
1512492987705	16.29	8036.33	1.41421	8036.48	1.55778	8036.31	1.37747	8036.44	1.60935	8037.16	2.19058
1512492988717	16.29	8034.67	1.5	8035.08	1.77764	8034.69	1.31559	8034.96	1.67033	8036.23	2.03422
1512492989740	16.29	8034.78	1.39443	8035.56	2.12289	8034.85	1.28103	8035.36	1.9975	8036.12	1.9043
1512492990831	16.3	8036.44	1.74005	8036.88	2.65079	8036.77	2.27866	8037.32	2.54493	8036.86	2.03258
1512492991922	16.29	8036	1	8036.32	1.97315	8036.23	1.42325	8036.36	1.93391	8036.51	2.20347
1512492992994	16.29	8035.22	1.85592	8035.48	1.80555	8035.15	1.57301	8035.08	1.84662	8035.16	1.99653
1512492994008	16.29	8035.11	1.36423	8035.68	1.7253	8035	1.29099	8035.64	1.7767	8035.86	1.9138
1512492995096	16.3	8035.11	1.76383	8034.8	1.75594	8034.77	1.58923	8034.84	1.81842	8035.44	1.92224
1512492996185	16.3	8033.56	1.5899	8033.88	2.02731	8033.46	1.39137	8033.72	1.92614	8034.7	2.17295
1512492997214	16.3	8035	1.73205	8035	1.93649	8034.69	1.93152	8034.92	2.11975	8035.46	2.01293
1512492998240	16.31	8034.56	1.424	8034.64	1.84572	8034.38	1.60927	8034.32	1.93046	8034.88	1.86388
1512492999313	16.3	8034.56	0.881917	8034.4	1.65831	8034.08	1.49786	8034.2	1.93649	8035.08	2.14067
1512493000365	16.3	8033.78	1.56347	8035.04	2.0306	8033.92	1.65638	8034.64	1.8	8035.74	2.11277
1512493001478	16.29	8033.78	1.98606	8034.32	2.42762	8033.31	2.32324	8034.12	2.31517	8035.14	2.07819
1512493002505	16.29	8035.11	1.36423	8035.32	1.8421	8034.92	1.75412	8035.16	1.7	8035.74	2.00396
1512493003554	16.29	8038.44	2.69774	8037.04	2.6217	8037.31	3.03822	8036.84	2.51131	8036.1	2.08058
1512493004695	16.29	8036.22	1.56347	8036.24	2.00582	8035.69	1.6525	8035.96	1.79072	8036.69	1.84468
1512493005706	16.29	8035.67	2.12132	8035.8	1.97906	8035.31	1.84321	8035.64	1.68028	8036.67	2.1684
1512493006721	16.28	8036.78	1.85592	8037	1.91485	8036.62	2.02231	8036.96	1.83666	8037.25	1.94261
1512493007904	16.29	8037.22	2.16667	8036.88	2.24202	8036.69	2.56205	8036.92	2.23458	8037.24	2.19971
1512493008979	16.28	8036.11	2.14735	8035.52	2.29347	8035.77	2.12736	8035.76	2.25979	8036.5	2.24797
1512493009997	16.28	8037.44	2.18581	8037.56	2.2561	8037.54	1.94145	8037.12	2.27889	8037.89	2.07853
