Timetstamp	FPA	C9	Sigma	C25	Sigma	D13	Sigma	D25	Sigma	R8	Sigma
1512556154938	23.23	7955.44	2.29734	7955.36	2.46441	7955.54	2.66506	7955.32	2.39305	7956.28	2.64509
1512556155958	23.23	7959.22	0.971825	7958.72	2.35443	7959.23	1.92154	7958.88	2.06801	7957.56	2.8225
1512556156982	23.23	7957.56	2.35112	7958.04	2.50799	7957.92	2.59684	7957.96	2.28181	7958.15	2.47765
1512556158008	23.24	7956.44	1.81046	7957.36	2.37837	7956.85	2.47811	7957	2.43242	7957.28	2.59539
1512556159057	23.23	7956.67	1.87083	7957.12	2.58715	7957.23	2.55453	7957.08	2.30796	7957.68	2.71386
1512556160095	23.23	7958	2.29129	7957.84	2.70308	7958.15	2.70327	7957.6	2.58199	7958.01	2.63587
1512556161124	23.23	7958.56	2.18581	7958.68	2.17409	7958.69	2.05688	7958.48	2.21961	7958.21	2.33598
1512556162205	23.23	7956.67	2.44949	7956.44	2.45085	7956.62	2.59931	7956.48	2.38258	7957.11	2.36675
1512556163225	23.21	7956.33	2.17945	7956.64	2.25241	7956.54	2.25889	7956.68	2.54493	7958.2	3.08771
1512556164265	23.21	7956.22	2.10819	7955.96	2.07123	7956.46	1.89804	7956.2	1.89297	7956.94	2.69681
1512556165305	23.23	7957.11	1.90029	7957.4	2.12132	7957.38	1.80455	7957.28	1.98997	7957.37	2.33088
1512556166416	23.23	7956	1.41421	7956.6	1.84842	7956.46	1.71345	7956.4	1.84842	7956.91	2.62631
1512556167446	23.24	7956.22	1.64148	7956.08	1.97737	7956.15	1.40512	7955.8	1.97906	7955.92	2.40082
1512556168461	23.24	7955.11	1.45297	7954.96	2.0306	7955.15	1.67562	7955.08	2.05994	7955.41	2.43954
1512556169510	23.24	7955.56	1.66667	7954.8	2.10159	7955.31	1.88788	7955.12	1.69115	7955.49	2.41764
1512556170529	23.23	7955.44	1.94365	7956.32	2.46171	7955.77	1.73944	7956	2.29129	7955.77	2.53514
1512556171659	23.24	7956.11	1.90029	7956.96	2.58972	7956.69	2.3939	7956.68	2.32236	7957.23	2.59056
1512556172699	23.26	7956.89	1.45297	7956.68	2.13542	7957	1.77951	7956.48	2.10396	7956.73	2.61605
1512556173776	23.24	7955.22	2.27913	7955.04	2.52455	7955.23	2.16617	7954.88	2.22336	7955.26	2.71332
1512556174783	23.24	7955.89	1.61589	7955.76	1.78606	7955.92	1.44115	7955.64	1.72916	7955.4	2.35902
1512556175808	23.25	7955.89	2.26078	7955.56	2.38188	7956	2.16025	7955.36	2.27083	7954.81	2.44939
