Timetstamp	FPA	C9	Sigma	C25	Sigma	D13	Sigma	D25	Sigma	R8	Sigma
1512555709626	21.01	8085.67	1.11803	8086.48	1.75879	8085.77	1.16575	8086.36	1.62993	8086.61	2.27973
1512555710760	21.01	8085.11	1.45297	8085.8	1.97906	8085.23	1.58923	8085.72	1.98997	8085.7	2.38066
1512555711776	21.03	8085.56	1.13039	8086.72	2.30072	8085.77	1.69085	8086.56	2.08327	8087.84	2.6984
1512555712798	21.03	8084.22	1.30171	8085.2	2.06155	8084.54	1.76141	8085.12	1.94336	8085.35	2.44069
1512555713808	21.01	8083.33	1.11803	8083.96	1.92527	8083.54	1.45002	8084	1.93649	8084.22	2.31488
1512555714861	21.01	8083.44	1.13039	8083.84	1.8412	8083.77	1.23517	8083.68	1.70098	8083.07	2.12007
1512555715906	21.03	8081.78	1.20185	8082.88	2.31517	8082.23	2.12736	8082.56	2.23756	8082.52	2.10919
1512555716924	21.03	8081.67	1.22474	8082.6	2.02073	8082.08	1.75412	8082.12	1.9218	8081.9	2.19128
1512555717975	21.03	8080.78	1.56347	8081.64	1.89033	8080.85	1.67562	8081.12	1.85562	8080.81	2.07827
1512555719066	21.03	8080.44	0.881917	8081.68	2.03552	8080.69	1.31559	8081.24	1.85472	8081.26	2.32182
1512555720092	21.03	8079.67	0.866025	8080.28	1.90438	8079.54	0.967418	8080	2	8079.78	2.02513
1512555721117	21.01	8078.89	1.16667	8079.72	2.28254	8078.69	1.18213	8079.4	1.89297	8079.97	1.99193
1512555722143	21.03	8077.67	1.58114	8078	2.39792	8077.38	1.60927	8077.72	2.26421	8078.48	2.17249
1512555723169	21.03	8075.67	1.22474	8076.84	2.4779	8075.85	1.40512	8076.68	2.39305	8078.21	2.35882
1512555724195	21.04	8074.78	0.971825	8076.04	2.35372	8074.92	1.03775	8075.84	2.4097	8077.06	2.38307
1512555725220	21.03	8074.56	1.424	8075.36	1.9975	8075.08	1.44115	8075.48	2.18174	8076.04	2.13203
1512555726246	21.03	8074.22	1.48137	8075.44	2.61534	8074.62	2.06311	8075.16	2.54427	8075.8	2.49908
1512555727272	21.04	8072.22	0.666667	8073.4	1.97906	8072.62	1.50214	8073.12	1.94336	8074.33	2.26933
1512555728297	21.03	8071.67	1.5	8072.72	2.15097	8071.54	1.61325	8072.44	2.10317	8073.45	2.38679
1512555729323	21.03	8070.78	1.09291	8072.12	2.00666	8070.85	1.3445	8071.8	1.91485	8072.73	2.26436
1512555730348	21.03	8070.22	3.34581	8071.4	2.5658	8070.38	2.78503	8071.32	2.6727	8071.51	2.08196
1512555731375	21.04	8070.44	2.00693	8071.32	2.24944	8071	1.91485	8071.2	2.32737	8071.46	2.20553
1512555732442	21.04	8070.33	1.80278	8070.84	1.8412	8070.54	1.6641	8070.8	1.95789	8070.86	2.19519
1512555733472	21.03	8069.22	1.30171	8069.68	1.8421	8069.15	1.28103	8069.64	1.84572	8070.03	2.00113
1512555734528	21.03	8069.11	1.69148	8069.72	1.83757	8069.08	1.44115	8069.68	2.01494	8070.35	2.26125
1512555735575	21.01	8067	1.32288	8068.16	2.09523	8067.23	1.36344	8067.8	1.97906	8068.6	2.22729
1512555736601	21.03	8067	1.65831	8067.76	1.85472	8067.15	1.72463	8067.68	2.13542	8068.29	2.01007
1512555737658	21.01	8066.89	2.14735	8067.84	2.54427	8067.15	2.19265	8067.44	2.51794	8068.35	2.32484
1512555738668	21.01	8066.89	1.69148	8067.4	1.60728	8067	1.58114	8067.32	1.86458	8068.2	2.53159
1512555739693	21.03	8068.11	1.61589	8068.44	1.91659	8068.15	1.62512	8068.52	2.04369	8067.96	2.35813
1512555740699	21.01	8067.22	1.92209	8067.4	2.23607	8067.15	1.90815	8067.68	2.30434	8067.84	2.56176
1512555741791	21.01	8066.78	1.92209	8067.56	2.32881	8066.92	1.93484	8067.44	2.32881	8067.93	2.16384
1512555742870	21.01	8066.89	1.69148	8067.8	2.21736	8067.08	2.10006	8067.76	2.27816	8068.03	2.17331
1512555743921	21	8065.78	1.56347	8066.88	2.1276	8066.31	1.84321	8066.72	2.13151	8067.03	2.14551
1512555744981	21.01	8066.44	1.66667	8067.48	2.2383	8066.85	1.67562	8067.44	1.98074	8067.78	2.17809
1512555746009	21	8067.11	1.61589	8067.08	1.68127	8067.08	1.38212	8067.16	1.8412	8067.39	1.96595
1512555747085	21	8065.56	1.50923	8066.32	2.13542	8066.08	2.01914	8066.44	2.21886	8066.64	2.16787
1512555748127	20.98	8067.33	1.5	8067.76	2.10713	8067.54	1.56074	8068	2.12132	8067.45	2.27724
1512555749152	20.99	8068.44	1.5899	8068.24	1.92094	8068.15	1.62512	8068.28	1.92614	8068.23	2.54389
1512555750178	20.99	8066.67	1.80278	8067.04	2.24499	8066.54	2.22169	8066.92	2.32594	8067.25	2.26851
1512555751204	20.99	8064.11	2.26078	8064.32	2.37557	8063.77	2.12736	8064.4	2.39792	8065.08	2.40732
1512555752230	20.99	8064.11	2.08833	8064.36	2.11896	8064.31	1.79743	8064.64	2.09921	8064.92	2.2875
1512555753369	20.99	8064.33	2	8065.32	2.59358	8064.31	2.01596	8065.44	2.73983	8065.95	2.64721
1512555754394	20.98	8063.11	2.02759	8063.92	2.62869	8063	2.16025	8063.96	2.6533	8064.86	2.35985
1512555755420	20.97	8063	1.65831	8063.6	1.55456	8063.23	1.48064	8063.64	1.65529	8063.88	2.02878
1512555756489	20.98	8064.78	1.92209	8064.92	1.80093	8064.69	1.6525	8064.96	1.67033	8064.87	2.00585
1512555757531	20.97	8063.56	2.4037	8063.56	2.2	8063.62	2.02231	8063.76	2.04695	8063.42	2.22557
1512555758623	20.98	8063.89	2.57121	8064.52	2.18174	8064.15	2.44425	8064.48	2.27523	8064.51	2.146
1512555759647	20.98	8064.33	1.58114	8064.4	1.91485	8064.31	1.60128	8064.6	1.44338	8063.89	2.23224
1512555760693	20.98	8063.56	1.50923	8063.96	1.79072	8063.62	1.85016	8063.92	1.99833	8064.65	2.23145
1512555761802	20.98	8063	1.32288	8063.8	1.55456	8063	1.22474	8063.76	1.47986	8064.03	2.09273
1512555762828	20.99	8064.22	2.04803	8063.92	2.1587	8063.54	2.22169	8063.8	2.17945	8063.25	2.33861
1512555763854	20.98	8062.11	1.69148	8062.36	1.68028	8062	1.52753	8062.44	1.82757	8062.1	2.02733
1512555764879	20.97	8061.22	2.3863	8061.08	2.3615	8060.92	2.13937	8061.36	2.32522	8060.83	2.30341
1512555765905	20.97	8062.44	1.01379	8062.24	1.50776	8062.38	0.960769	8062.64	1.57797	8062.51	2.21529
1512555766941	20.97	8061.11	0.927961	8060.92	1.49778	8060.85	1.06819	8061.04	1.48549	8060.69	2.13764
1512555767988	20.97	8062.11	2.08833	8061.88	2.16641	8062.08	1.84669	8061.92	2.08006	8061.77	2.22903
1512555769030	20.97	8059.22	1.64148	8060.4	2.06155	8059.92	1.97744	8060.04	1.96808	8060.34	2.35566
1512555770055	20.97	8059.22	1.7873	8059.12	1.64114	8059.23	1.48064	8059.16	1.49108	8059.49	2.08694
1512555771081	20.98	8059.89	1.16667	8059.64	1.57797	8059.46	1.45002	8059.64	1.46856	8059.1	2.22665
1512555772173	20.97	8059.67	1.73205	8059.36	1.95533	8059.15	1.95133	8059.36	2.09921	8059.5	2.1363
1512555773249	20.98	8057.67	1.65831	8058.04	2.00998	8057.54	1.61325	8058.12	2.14709	8058.51	2.30739
1512555774338	20.97	8056.78	1.92209	8057.4	2.08167	8056.85	1.86396	8057.56	2.12289	8058.21	2.26418
1512555775364	20.97	8056	2.39792	8057.08	2.1587	8056.46	2.40192	8057	2.16025	8057.57	2.29504
1512555776389	20.97	8056.22	1.56347	8056.72	1.94765	8056.31	1.84321	8056.92	2.03961	8057.4	2.5336
1512555777415	20.97	8056.89	1.2693	8057	1.89297	8057	1.68325	8057.16	1.86369	8057.19	2.39497
1512555778441	20.97	8056.44	2.00693	8057.12	2.22336	8056.54	1.94145	8057.04	2.3	8056.56	2.44051
1512555779466	20.97	8056.56	2.55495	8056.4	2.3094	8056.46	2.22169	8056.48	2.25684	8056.52	2.51059
1512555780492	20.98	8056.22	1.56347	8056.36	1.35031	8056.08	1.38212	8056.32	1.34536	8056.41	2.23218
1512555781518	20.98	8057	1.65831	8057.12	1.58955	8056.92	1.65638	8056.96	1.59374	8056.42	2.20441
1512555782591	20.97	8055.33	0.866025	8056.4	1.63299	8055.69	1.1094	8056.2	1.80278	8056.6	2.31444
1512555783601	20.97	8055.44	1.13039	8056.44	1.82757	8055.85	1.40512	8056.2	1.93649	8056.98	2.2499
1512555784708	20.97	8055.67	1.22474	8056.12	1.56312	8055.85	1.28103	8055.96	1.6452	8055.99	2.18779
1512555785734	20.98	8053.89	1.2693	8054.92	1.95619	8054.38	1.66024	8055	1.93649	8055.25	2.28965
1512555786760	20.98	8052.78	0.833333	8053.64	1.8	8053.38	1.89466	8053.84	1.81842	8054.48	2.15318
1512555787832	20.98	8053.78	1.39443	8055.16	2.07525	8054.15	1.67562	8054.76	2.00582	8055.28	2.12487
1512555788857	20.97	8055	2.39792	8055.88	2.04776	8055.31	2.21302	8055.68	2.15484	8055.99	2.22671
1512555789925	20.97	8056	1.58114	8056.56	1.87261	8056	1.47196	8056.4	1.95789	8056.53	2.25235
1512555791008	20.97	8054	1.32288	8054.36	1.49666	8054.15	1.28103	8054.44	1.50222	8055.12	2.32318
1512555792106	20.97	8054.67	1.73205	8055.6	2.41523	8055.15	1.95133	8055.12	2.26053	8056.1	2.39914
1512555793153	20.97	8053	1.22474	8054.24	2.50466	8053.54	1.85362	8054	2.46644	8055.02	2.43019
