Timetstamp	FPA	C9	Sigma	C25	Sigma	D13	Sigma	D25	Sigma	R8	Sigma
1512494267045	23.2	7888.33	1.87083	7887.92	2.81247	7888	2.34521	7887.52	2.69444	7887.56	2.19322
1512494268087	23.21	7887.22	1.98606	7887.12	2.38607	7887.08	2.21591	7886.8	2.34521	7887.05	1.9877
1512494269191	23.21	7885	2	7885.28	2.45832	7885.15	1.86396	7884.88	2.04776	7885.65	2.10164
1512494270252	23.23	7885.11	1.61589	7885.36	2.78209	7885.62	2.50128	7885.24	2.57034	7885.13	2.3405
1512494271344	23.24	7884.78	1.56347	7885.36	2.97041	7885.15	2.54448	7884.92	2.67582	7885.41	2.33705
1512494272369	23.23	7883.56	1.424	7884.6	3.01386	7884	2.70801	7884.12	2.40347	7884.63	2.26716
1512494273395	23.21	7884.67	1.5	7885.32	2.7037	7885.08	2.10006	7884.96	2.3	7885.36	1.98737
1512494274485	23.23	7884.67	2.78388	7884.84	2.64071	7884.85	2.51151	7884.36	2.65957	7884.39	2.38687
1512494275509	23.24	7884.11	1.96497	7884.08	2.5645	7884.15	2.0755	7883.84	2.39235	7884.1	1.98159
1512494276602	23.24	7883.78	1.85592	7883.52	2.64764	7883.62	2.10311	7883.2	2.38048	7883.1	2.08158
1512494277627	23.24	7884.33	1.41421	7884.44	2.72458	7884.92	2.39658	7884.36	2.48126	7884.02	2.24063
1512494278637	23.24	7883.33	1.73205	7883.32	2.13542	7883.38	2.02231	7883.16	2.17332	7883.52	2.13379
1512494279688	23.24	7881.78	2.16667	7882.48	2.56775	7881.92	2.49872	7882.08	2.34379	7882.62	2.2565
1512494280701	23.24	7882.44	1.5899	7882.64	2.19621	7882.38	1.93815	7882.32	1.93046	7882.63	1.99627
1512494281777	23.25	7882.11	1.16667	7882.2	2.27303	7882.08	1.75412	7882.32	2.24944	7882.62	2.13281
1512494282802	23.25	7881.44	1.74005	7881.32	2.79464	7881.23	2.58695	7881.04	2.58972	7881.63	2.17603
1512494283827	23.26	7881	1.11803	7881.2	2.48328	7881.23	2.27866	7880.92	2.49867	7881.41	2.08771
1512494284848	23.25	7880.89	1.53659	7880.68	2.41039	7880.85	2.26738	7880.52	2.53509	7880.6	2.00036
1512494285867	23.26	7880.89	1.36423	7881.08	2.59679	7881.15	1.81871	7881	2.41523	7881.82	2.40513
1512494286956	23.25	7880.22	1.48137	7880.64	2.88502	7880.62	2.06311	7880.48	2.67893	7881.14	2.45504
1512494287996	23.26	7879.22	1.48137	7879.72	2.65393	7879.38	2.06311	7879.44	2.23756	7880.64	2.35665
1512494289002	23.26	7878.22	1.48137	7878.16	2.64071	7878.08	1.801	7877.8	2.43242	7879.31	2.55904
1512494290050	23.26	7879.56	2.06828	7878.76	3.05887	7879.62	2.25605	7878.64	2.91376	7879.52	2.34981
1512494291077	23.26	7880.89	1.76383	7880.84	2.46103	7881	2.19848	7880.36	2.13854	7880.95	2.45859
1512494292101	23.26	7879.67	1.22474	7879.72	2.50865	7879.77	2.0064	7879.16	2.2487	7879.92	2.24749
1512494293126	23.27	7880.44	2.06828	7880.2	2.58199	7880.54	2.63361	7879.92	2.51529	7880.31	2.20436
1512494294152	23.26	7882.44	1.74005	7882.08	2.39653	7882.38	2.39925	7881.72	2.33666	7881.62	1.86719
1512494295161	23.27	7881.78	1.30171	7881.36	2.27083	7881.69	2.13638	7881.16	2.15407	7881.87	2.22411
1512494296252	23.27	7880.44	1.33333	7880.96	2.28181	7880.85	2.0755	7880.68	2.05589	7881.11	2.14754
1512494297343	23.27	7882.11	1.2693	7882.04	2.16949	7882	1.95789	7881.72	2.07204	7882.1	2.14078
1512494298369	23.26	7881.56	1.50923	7880.88	2.55473	7881.23	2.42053	7880.6	2.69258	7881.17	2.14415
1512494299385	23.26	7880.11	1.69148	7880.4	2.64575	7880.54	2.53691	7880.16	2.57682	7880.63	2.2301
1512494300430	23.28	7879	1.32288	7879.16	2.4779	7879.31	2.17503	7879.36	2.46441	7880.18	2.33855
1512494301492	23.27	7879.78	1.7873	7879.48	2.69444	7879.62	2.18092	7879.24	2.55408	7879.96	2.46723
1512494302516	23.28	7879.33	1.73205	7879.04	2.71539	7879.23	2.04751	7878.72	2.52521	7879.07	2.24187
1512494303544	23.28	7880.44	1.66667	7880.8	2.46644	7880.54	1.98391	7880.24	2.20378	7880.33	2.21827
1512494304569	23.27	7879	1.80278	7879.56	2.70924	7879.38	2.50128	7879.08	2.27156	7879.07	2.19626
1512494305598	23.27	7881.11	1.45297	7880.52	3.22903	7880.92	2.87117	7880.16	2.92518	7880.23	2.46852
1512494306688	23.28	7878.33	1.41421	7877.96	2.60576	7878.23	2.48843	7877.76	2.42006	7878.35	2.24309
1512494307698	23.28	7878	2.06155	7878.68	2.8243	7878.23	2.48843	7878.4	2.82843	7878.82	2.22908
1512494308739	23.28	7878.22	1.92209	7878.4	2.46644	7878.38	2.29269	7878.36	2.30723	7878.74	2.15185
1512494309743	23.27	7880.44	1.81046	7880.16	3.44819	7880.54	2.90446	7879.64	3.23883	7880.05	2.64918
1512494310839	23.28	7880.56	1.94365	7880.4	2.81366	7880.77	2.16617	7880.16	2.30362	7880.7	2.33917
1512494311976	23.28	7881	1.93649	7880.08	2.81247	7880.92	2.49872	7880	2.72336	7879.5	2.32317
1512494313070	23.28	7879.67	1.73205	7879.76	2.77308	7879.85	2.85325	7879.4	2.70801	7879.82	2.28903
1512494314095	23.29	7879.78	2.68225	7879.4	3.02765	7879.77	3.08636	7879	3.06866	7879.42	2.33297
1512494315121	23.29	7879.33	1.5	7878.88	2.5219	7879.38	2.53438	7878.8	2.46644	7879.23	2.15603
1512494316206	23.29	7878.67	2.12132	7878.24	2.48797	7878.77	2.5217	7878.2	2.34521	7878.61	2.17928
1512494317223	23.28	7880.44	0.881917	7880.56	2.48462	7880.77	1.73944	7880.52	2.21961	7880.12	2.12164
1512494318230	23.28	7882.56	1.50923	7882.12	2.74348	7882.38	2.46774	7881.84	2.54427	7880.99	2.19729
1512494319324	23.29	7880.22	1.39443	7879.56	2.5671	7879.92	2.39658	7879.2	2.23607	7878.99	2.13478
1512494320489	23.29	7878.78	1.09291	7878.4	2.34521	7879	1.95789	7878.32	2.34023	7878.48	2.17962
1512494321503	23.29	7879.89	1.96497	7879.56	2.5671	7879.85	2.57702	7879.52	2.7556	7879.83	2.30567
1512494322709	23.28	7880.56	2.06828	7879.88	2.45493	7880.38	2.36426	7879.84	2.5606	7879.99	2.14208
1512494323782	23.29	7879.89	1.36423	7879.76	2.42006	7880	2.23607	7879.48	2.27523	7879.94	2.20129
1512494324808	23.29	7879.89	1.61589	7880.16	2.4779	7880	2.44949	7879.88	2.35089	7880.44	2.33791
1512494325880	23.28	7881.22	1.39443	7881	2.5	7881.31	2.46254	7880.76	2.52124	7880.76	2.35137
1512494326888	23.29	7881.67	2.17945	7881.56	2.59936	7881.77	2.65059	7881.32	2.59358	7881.15	2.32954
1512494327894	23.29	7880.78	1.30171	7880.52	2.31157	7880.54	2.25889	7880.08	2.21585	7880.44	2.03286
1512494328928	23.29	7880.56	2.00693	7880.24	2.60256	7880.46	2.63361	7879.84	2.59294	7880.04	2.463
1512494329936	23.28	7879.78	2.10819	7879.48	2.8006	7879.77	2.86222	7879.28	3.06213	7879.78	2.47847
1512494330961	23.28	7877.89	2.14735	7878.32	2.64134	7878.15	2.85325	7878	2.72336	7878.92	2.44293
1512494332037	23.28	7879.56	1.94365	7879.32	2.99611	7879.38	2.72453	7878.96	2.83549	7879.2	2.45853
1512494333090	23.28	7880.11	1.90029	7879.6	2.81366	7880	2.85774	7879.44	2.755	7879.63	2.22542
1512494334137	23.28	7881.78	1.85592	7881.72	2.97937	7882.08	2.75262	7881.44	2.8	7880.58	2.34854
1512494335288	23.28	7879.67	2.5	7880.4	3.14907	7880.31	3.11942	7880.12	2.72825	7880.46	2.21251
1512494336313	23.29	7880	1.73205	7879.76	2.47117	7880.08	2.2532	7879.76	2.36784	7880.34	2.32674
1512494337321	23.28	7880.44	1.5899	7880.24	3.07246	7880.46	2.78733	7879.92	2.6602	7880.22	2.27237
1512494338369	23.29	7881.22	1.98606	7880.76	2.25979	7881.23	2.04751	7880.56	2.00167	7880.03	2.16724
1512494339445	23.28	7880.89	1.16667	7880.32	2.44472	7880.62	2.2188	7880.24	2.20378	7880.41	2.26021
1512494340535	23.28	7882.56	2.06828	7881.4	2.23607	7882	2.3094	7881.32	2.13542	7880.95	2.18968
1512494341593	23.28	7881	1.93649	7880.56	2.755	7880.92	2.87117	7880.4	2.67706	7880.18	2.32962
1512494342686	23.29	7880.22	1.85592	7879.76	2.63439	7879.92	2.90004	7879.56	2.67831	7879.44	2.20979
1512494343726	23.28	7879.56	1.74005	7879.4	2.66145	7879.54	2.53691	7879.24	2.45425	7879.67	2.21552
1512494344736	23.28	7881.44	1.424	7881.52	3.01552	7881.77	2.42053	7881.12	2.69753	7881.56	2.22842
1512494345777	23.28	7880.22	1.64148	7880.32	2.54493	7880.38	2.46774	7880.24	2.36784	7880.62	2.12086
1512494346803	23.28	7881.67	2.5	7881.4	2.61406	7881.92	2.46514	7881.2	2.43242	7881.85	2.30561
