Timetstamp	FPA	C9	Sigma	C25	Sigma	D13	Sigma	D25	Sigma	R8	Sigma
1512495135577	27.62	7678.11	1.53659	7678.12	1.56312	7678.15	1.67562	7678	1.73205	7679.04	2.98928
1512495136600	27.62	7679.44	1.13039	7679.64	2.27083	7679.46	1.94145	7679.72	1.98997	7679.94	3.07237
1512495137627	27.63	7677.44	1.81046	7678.52	2.18174	7677.62	1.75777	7678.4	2.41523	7680.53	3.24366
1512495138716	27.64	7678.89	1.61589	7680	2.10159	7679.23	1.64083	7679.96	2.47454	7680.54	2.96679
1512495139768	27.64	7680.56	1.66667	7680.64	1.8	7680.62	1.60927	7680.92	1.89121	7680.98	3.03363
1512495140787	27.64	7679.67	1.73205	7680.12	2.10792	7679.77	1.58923	7680.2	1.89297	7680.97	2.77809
1512495141810	27.64	7680.89	1.36423	7681	1.41421	7680.85	1.14354	7681.16	1.46287	7681.62	2.88461
1512495142835	27.67	7679.44	1.66667	7680.04	1.74356	7679.38	1.44559	7679.92	1.86905	7681.02	3.04302
1512495143908	27.67	7679.11	1.76383	7679.64	1.65529	7679.08	1.70595	7679.52	1.80555	7680.97	3.09475
1512495144933	27.67	7680.67	2.12132	7680.84	1.99332	7680.46	1.94145	7680.64	2.19621	7681.09	2.93357
1512495146026	27.69	7680.33	1.22474	7680.68	1.51987	7680.38	1.19293	7680.6	1.35401	7681.13	2.63763
1512495147090	27.69	7682.89	2.26078	7682.52	2.0025	7682.77	2.24179	7682.6	1.87083	7682.61	2.8667
1512495148176	27.69	7682.56	1.66667	7682.16	1.7	7682.31	1.4367	7682.2	1.63299	7682.9	2.90396
1512495149227	27.69	7682	1.32288	7682.72	1.69607	7682.23	1.23517	7682.68	1.99416	7683.3	2.93166
1512495150273	27.7	7681	1.73205	7681.68	1.90875	7681.31	1.49358	7681.8	1.91485	7682.26	2.93599
1512495151279	27.72	7682.33	2.06155	7682.72	1.74452	7682.54	1.85362	7682.52	2.0025	7682.91	2.95127
1512495152324	27.71	7682.22	2.33333	7682.32	1.77294	7682.08	1.97744	7682.28	2.20832	7682.94	2.91123
1512495153328	27.71	7682	1.73205	7682.68	1.57374	7682.23	1.73944	7682.72	1.59478	7684.09	2.77592
1512495154330	27.72	7684.44	1.424	7684.04	1.88149	7683.92	1.75412	7683.92	1.93477	7684.09	2.7503
1512495155499	27.73	7683.67	1.11803	7683.72	2.0108	7683.38	1.50214	7683.52	2.0232	7683.83	2.96393
1512495156616	27.74	7681.78	2.10819	7682.2	1.80278	7681.77	1.7867	7682.16	1.92959	7682.4	2.86709
1512495157650	27.75	7681.22	1.30171	7681.76	1.56205	7681.54	1.39137	7681.56	1.78139	7681.53	2.97212
