Timetstamp	FPA	C9	Sigma	C25	Sigma	D13	Sigma	D25	Sigma	R8	Sigma
1512557665185	27.88	7906.89	1.83333	7907.16	2.28546	7906.69	1.75046	7907	2.16025	7906.77	2.45158
1512557666304	27.9	7906.89	1.69148	7907.12	2.08806	7906.54	1.56074	7906.88	1.9	7906.84	2.32215
1512557667343	27.9	7904.89	1.45297	7905.2	1.82574	7904.54	1.61325	7905.24	1.94251	7905.48	2.41969
1512557668358	27.9	7904.11	1.61589	7904	1.65831	7903.85	1.40512	7904.2	1.55456	7904.66	2.32861
1512557669384	27.91	7904.78	2.33333	7904.72	2.31876	7904.38	2.10311	7904.8	2.25462	7904.88	2.34993
1512557670394	27.9	7903.22	0.666667	7903.68	1.8868	7903.38	1.44559	7903.76	1.64012	7904.34	2.31776
1512557671419	27.9	7904.56	1.50923	7904.36	1.97653	7904.38	1.75777	7904.56	2.00167	7905.1	2.31157
1512557672445	27.9	7903.89	0.781736	7904.08	1.49778	7903.85	1.28103	7904.32	1.57374	7904.74	2.31112
1512557673498	27.9	7905.11	1.2693	7905.56	2.02237	7905.15	1.81871	7905.52	2.04369	7905.61	2.17928
1512557674524	27.9	7906	1.80278	7906.2	2.34521	7906.08	1.93484	7906.32	2.01494	7905.85	2.32809
1512557675548	27.91	7906.22	1.20185	7906.64	1.86815	7906.54	1.39137	7906.72	1.51438	7906.25	2.16754
1512557676564	27.91	7903.78	0.971825	7904	2.14087	7903.77	2.08782	7904.04	2.22636	7904.95	2.60266
1512557677640	27.9	7902.78	1.48137	7903.48	2.25684	7902.69	1.75046	7903.48	2.08407	7904.37	2.37706
1512557678665	27.91	7903.56	1.5899	7904.04	2.18861	7903.54	1.6641	7903.92	1.93477	7904.89	2.64525
1512557679754	27.91	7905.78	0.833333	7905.84	2.15407	7905.62	0.960769	7905.92	1.97737	7906.26	2.6389
1512557680780	27.92	7905.11	0.781736	7905.16	1.81842	7905	0.912871	7905.16	1.81842	7905.49	2.35655
1512557681806	27.92	7905.78	1.39443	7906.04	2.05102	7905.31	1.79743	7905.72	2.17025	7906.08	2.30565
1512557682832	27.91	7903.78	1.56347	7904.12	2.36854	7903.31	1.60128	7904	2.34521	7904.96	2.42133
1512557683857	27.92	7903.89	0.781736	7904.32	2.05589	7903.38	1.26085	7904.08	2.03961	7905.18	2.56037
1512557684931	27.91	7902.11	1.96497	7903.12	2.08806	7902.15	1.81871	7902.88	1.87794	7904.1	2.48865
1512557686007	27.91	7904.11	1.83333	7904.76	1.78606	7904.31	1.60128	7904.6	1.52753	7904.75	2.31173
1512557687032	27.92	7904.33	1	7905	1.80278	7904.23	1.5359	7904.76	1.73877	7904.46	2.34516
1512557688122	27.93	7903.11	1.16667	7903.76	2.08726	7903.31	1.6525	7903.64	1.84572	7903.89	2.56122
1512557689197	27.93	7904.56	0.726483	7904.72	1.72047	7904.15	1.3445	7904.32	1.67631	7904.44	2.3558
1512557690239	27.92	7903.89	0.781736	7904.08	2.1	7903.46	1.61325	7903.88	1.96469	7904.54	2.30935
1512557691363	27.93	7903.89	1.45297	7904.04	2.28181	7903.31	1.79743	7903.8	2.04124	7904.33	2.49628
1512557692405	27.93	7903.78	1.85592	7904.32	2.28619	7903.62	1.75777	7904.48	2.38258	7904.62	2.41888
1512557693442	27.92	7903	1.73205	7903.04	1.92527	7902.54	1.8081	7902.96	2.07123	7903.82	2.35922
1512557694506	27.93	7902.44	1.66667	7902.64	2.23383	7902.23	1.92154	7902.72	2.13151	7903.23	2.27986
1512557695579	27.93	7902.44	2.18581	7902.56	2.45085	7902.23	2.48843	7902.44	2.34663	7902.99	2.38483
1512557696605	27.93	7902.22	1.09291	7902.16	1.90788	7901.77	1.48064	7902.12	1.56312	7902.82	2.28903
1512557697668	27.93	7900.78	1.48137	7901.04	2.13073	7900.46	1.8081	7901	1.68325	7901.98	2.23718
1512557698701	27.93	7900.56	1.74005	7901.08	2.43105	7900.15	1.86396	7900.92	2.25315	7902.17	2.54272
1512557699812	27.92	7900.22	1.71594	7900.24	2.22261	7899.69	2.17503	7900.12	2.1276	7901.16	2.46574
1512557700886	27.93	7901.67	1.11803	7902.04	1.90351	7901.46	1.56074	7901.76	1.71464	7902.85	2.25537
1512557701977	27.92	7901.33	0.866025	7901.52	2.14321	7901	1.58114	7901.4	1.77951	7902.53	2.45384
1512557703003	27.93	7900.89	1.76383	7901.28	2.6064	7900.92	2.4311	7901.24	2.14631	7902.51	2.48143
1512557704013	27.92	7903.56	1.01379	7903.16	2.09523	7903	1.58114	7902.68	2.11581	7902.83	2.10327
1512557705064	27.93	7901.56	1.13039	7901.8	2.14087	7901.23	1.58923	7901.48	2.08407	7901.38	2.2565
1512557706111	27.93	7900.67	0.866025	7900.4	2.14087	7900.31	1.25064	7900.28	1.88237	7901.06	2.23053
1512557707160	27.92	7900.67	1.93649	7901.16	1.95107	7900.62	1.66024	7901	2.04124	7901.36	2.13187
1512557708232	27.93	7899	1.22474	7899.36	2.01825	7898.85	1.3445	7899.36	1.97653	7900.66	2.40346
1512557709255	27.91	7901.22	1.56347	7900.32	2.01494	7900.77	1.83275	7900.48	2.12368	7900.18	2.18262
1512557710307	27.91	7899.67	0.707107	7899.36	1.70489	7899.46	0.967418	7899.36	1.70489	7900.24	2.21857
1512557711322	27.92	7898.56	3.32081	7899.4	2.87228	7898.69	3.09259	7899.4	2.88675	7900.77	2.35242
1512557712348	27.91	7900.56	1.81046	7900.68	2.46171	7900.38	2.02231	7900.88	2.02731	7901.93	2.36745
1512557713373	27.92	7901.44	1.33333	7901.92	1.89121	7901.54	1.26592	7901.72	1.42945	7902.07	2.24087
1512557714399	27.92	7901.78	1.71594	7901.76	1.76257	7901.46	1.8081	7901.64	1.68028	7901.51	2.02101
1512557715468	27.92	7900.89	1.61589	7901.04	1.61967	7900.69	1.70219	7900.96	1.39881	7901.42	1.9461
1512557716564	27.92	7902.56	1.74005	7902.6	2.04124	7902	2.12132	7902.16	2.19241	7902.76	2.20269
1512557717574	27.93	7901.67	1.58114	7902	1.93649	7901.46	1.56074	7901.68	1.8868	7902.33	2.10997
1512557718726	27.92	7901.22	1.48137	7901.16	2.01412	7900.77	1.73944	7900.92	2.08006	7901.52	2.31857
1512557719756	27.92	7901.78	1.30171	7901.88	2.14709	7901.54	1.85362	7901.96	1.96808	7901.58	2.1201
1512557720767	27.92	7901.22	1.48137	7901.36	2.11896	7900.85	2.1543	7901.28	1.98997	7901.4	2.00297
